Geo Point;Geo Shape;CODIGO_DPTO_MPIO;NOMBRE_MUNICIPIO;bbox;CODIGO_DEPARTAMENTO;CODIGO_NOMBRE;CODIGO_MUNICIPIO;BENEFICIARIOS;TIPO
10.985503173972406, -74.82904234194393;"{""coordinates"": [[[[-74.8368749719999, 11.0574921510001], [-74.8426431099999, 11.067915103], [-74.8486351009999, 11.094500187], [-74.8540639909999, 11.1092196870001], [-74.8550740479999, 11.1043786780001], [-74.849241484, 11.0804804320001], [-74.8560814139999, 11.0737397480001], [-74.8661027599999, 11.0691002990001], [-74.8684192729999, 11.0671824010001], [-74.8695530079999, 11.0631511800001], [-74.8729353699999, 11.058810122], [-74.8738430479999, 11.050070985], [-74.8733401909999, 11.049810154], [-74.8739485449999, 11.0497418940001], [-74.8789969509999, 11.0355263190001], [-74.8716132679999, 11.0225320200001], [-74.8700254079999, 11.021443951], [-74.8593045699999, 11.0314204080001], [-74.8502254479999, 11.0297983530001], [-74.8398005809999, 11.0325794460001], [-74.837532071, 11.034460845], [-74.8345591299999, 11.0348467830001], [-74.8271440599999, 11.038825633], [-74.8269863739999, 11.0373028340001], [-74.8323501219999, 11.0304499400001], [-74.839852947, 11.0132571420001], [-74.8425842549999, 11.0126411330001], [-74.8489913529999, 11.0161436920001], [-74.8535814039999, 11.0171038140001], [-74.8659688649999, 11.0156471770001], [-74.8688938399999, 11.0130158540001], [-74.8748383599999, 11.0046861970001], [-74.871028496, 11.0033130600001], [-74.8730514339999, 11.002149596], [-74.8731963739999, 10.999891573], [-74.8766576779999, 10.996041832], [-74.8752453519999, 10.995220658000001], [-74.8765829609999, 10.9939787360001], [-74.8758700159999, 10.992100358], [-74.8764411009999, 10.9907576130001], [-74.8742880339999, 10.9906943050001], [-74.875008782, 10.9888641620001], [-74.8740765479999, 10.9875129090001], [-74.8806195809999, 10.976281894], [-74.8940884259999, 10.9848341880001], [-74.8973456499999, 10.978996831], [-74.9035631469999, 10.9732561110001], [-74.9045010919999, 10.9710637420001], [-74.9089011519999, 10.9734100210001], [-74.9093059599999, 10.9719671120001], [-74.9062601139999, 10.969910961], [-74.904193652, 10.9665775550001], [-74.9000076419999, 10.9632181890001], [-74.8997327569999, 10.9613940610001], [-74.9010961069999, 10.9602480230001], [-74.9047318499999, 10.960020151], [-74.9075581789999, 10.957803464], [-74.9110261579999, 10.9581194770001], [-74.9157694939999, 10.9565178400001], [-74.9175620689999, 10.9547366610001], [-74.9195625359999, 10.94739332], [-74.9176681769999, 10.9454992940001], [-74.9071165979999, 10.9506203720001], [-74.9007861969999, 10.950053332], [-74.8923623249999, 10.9510215970001], [-74.892172184, 10.950237838], [-74.8922319429999, 10.945345133], [-74.877907967, 10.9448787960001], [-74.8743181249999, 10.9471071340001], [-74.8682073429999, 10.9413863800001], [-74.8628235809999, 10.9383967650001], [-74.8577745279999, 10.9368096620001], [-74.8504167389999, 10.9386141160001], [-74.8472356289999, 10.9323864], [-74.844145754, 10.9291149660001], [-74.8386880819999, 10.9254357970001], [-74.840333826, 10.9210892600001], [-74.8352209549999, 10.9180430720001], [-74.8318981189999, 10.914772067], [-74.826718502, 10.9138314450001], [-74.8226455379999, 10.9161742960001], [-74.8210778659999, 10.918592482], [-74.820110311, 10.918563531], [-74.8145779689999, 10.922710269], [-74.8120954339999, 10.922849543], [-74.8082233239999, 10.921670031], [-74.8050997599999, 10.922451465], [-74.7990919049999, 10.921305127], [-74.7971419189999, 10.9234815070001], [-74.7979127679999, 10.9240413020001], [-74.7977519109999, 10.9258620700001], [-74.796588436, 10.9281690300001], [-74.7955830309999, 10.9285621330001], [-74.7946828289999, 10.930700872], [-74.791340596, 10.9317822740001], [-74.790918595, 10.9334352800001], [-74.7882356139999, 10.933718338], [-74.7820170969999, 10.9376525470001], [-74.780158556, 10.9340130870001], [-74.780237631, 10.9324073560001], [-74.7775120549999, 10.940670846], [-74.7766152899999, 10.9410390010001], [-74.7763274459999, 10.9424001510001], [-74.7735340119999, 10.9441590910001], [-74.7705064209999, 10.9443415810001], [-74.7683807999999, 10.9453560730001], [-74.7652775019999, 10.9436680640001], [-74.7625188139999, 10.9454064900001], [-74.7610811089999, 10.9442548500001], [-74.7560187669999, 10.9445980980001], [-74.7562608639999, 10.9703964630001], [-74.7627540719999, 10.9908800440001], [-74.7760673369999, 11.0090442490001], [-74.7949777359999, 11.0272790190001], [-74.829242867, 11.0495798070001], [-74.8368749719999, 11.0574921510001]]]], ""type"": ""MultiPolygon""}";8001;BARRANQUILLA;"-74.919562536;10.913831445;-74.756018767;11.109219687";08;08001 BARRANQUILLA;101;0;No priorizado
10.793231028490567, -74.92207895310293;"{""coordinates"": [[[[-74.9355348949999, 10.855389792], [-74.9381933189999, 10.8598513370001], [-74.9435970659999, 10.862918729], [-74.9456657409999, 10.8603976710001], [-74.945382846, 10.8572244550001], [-74.9510343749999, 10.8473407540001], [-74.9532142329999, 10.8467583220001], [-74.9582530729999, 10.842905613], [-74.9598176679999, 10.839440977], [-74.963172177, 10.8382181470001], [-74.9636217009999, 10.8359829700001], [-74.9657904419999, 10.834571113], [-74.9663648349999, 10.8316610020001], [-74.9649440569999, 10.828532883], [-74.9656449449999, 10.8243241090001], [-74.9694330299999, 10.820141499], [-74.9707723689999, 10.819682279], [-74.9717502219999, 10.8167192350001], [-74.9730153089999, 10.8180961570001], [-74.9754388449999, 10.8172936750001], [-74.9768407689999, 10.8180975180001], [-74.9766254079999, 10.8169325840001], [-74.9777158369999, 10.8164125040001], [-74.9808610119999, 10.8174948790001], [-74.9812901359999, 10.8167105830001], [-74.9830588399999, 10.8170929930001], [-74.9842544219999, 10.8161584340001], [-74.986093632, 10.8202355050001], [-74.989372039, 10.8211320880001], [-74.98998608, 10.8198941350001], [-74.9914481729999, 10.8199790940001], [-74.9913086599999, 10.8186281050001], [-74.9930489839999, 10.8190681660001], [-74.9924682779999, 10.8167670770001], [-74.9947846559999, 10.8155413440001], [-74.9938425089999, 10.813123508], [-74.9919051609999, 10.813852381], [-74.9921654849999, 10.8120595400001], [-74.9912373679999, 10.8118487170001], [-74.9907326729999, 10.809729317], [-74.9916491839999, 10.80988368], [-74.9930239149999, 10.8077361450001], [-74.9951692829999, 10.8072134310001], [-74.9950128609999, 10.8055641920001], [-74.9932784029999, 10.8068529170001], [-74.9931507679999, 10.8060284420001], [-74.991201134, 10.8053200680001], [-74.9903654329999, 10.8033394910001], [-74.98932734499991, 10.803225028], [-74.9883466429999, 10.801095719], [-74.9858869259999, 10.798916496], [-74.9856769069999, 10.7944199650001], [-74.9810328559999, 10.7903476210001], [-74.975117727, 10.789755523], [-74.9738375659999, 10.7913582990001], [-74.9716623929999, 10.7918289680001], [-74.9701071249999, 10.7903249660001], [-74.9702928169999, 10.788956074000101], [-74.967456556, 10.7867065800001], [-74.9662609299999, 10.7870218630001], [-74.9599032219999, 10.7846432440001], [-74.956864402, 10.7863864220001], [-74.9548113899999, 10.7862204670001], [-74.9539464359999, 10.7827110330001], [-74.95281533, 10.7812226870001], [-74.9508139099999, 10.780902885], [-74.9507559459999, 10.7796205580001], [-74.9457678729999, 10.780528301], [-74.9441723319999, 10.777459286], [-74.9414292119999, 10.7769211440001], [-74.9409064969999, 10.7747463100001], [-74.9395549079999, 10.7742607860001], [-74.9392648539999, 10.7717124190001], [-74.9377744529999, 10.7716385720001], [-74.9370729319999, 10.7704766580001], [-74.9354136469999, 10.771502709], [-74.9342016679999, 10.7694517900001], [-74.9322698419999, 10.7682446560001], [-74.931190737, 10.7662927950001], [-74.9325196019999, 10.7631761310001], [-74.9319683089999, 10.760760672], [-74.9259307729999, 10.7558050190001], [-74.9264793209999, 10.7538524270001], [-74.92988771, 10.7512736170001], [-74.935530659, 10.7440434000001], [-74.9320566359999, 10.7394551390001], [-74.9363528359999, 10.735717899], [-74.9350990609999, 10.7293020690001], [-74.9421328379999, 10.7158780590001], [-74.9420810479999, 10.7132391380001], [-74.9357862409999, 10.7111316290001], [-74.9333971589999, 10.7113360340001], [-74.930639204, 10.710995407], [-74.9261072499999, 10.7085240690001], [-74.9229077319999, 10.708208731], [-74.9227331419999, 10.713955811], [-74.9157423619999, 10.7138340450001], [-74.9171795099999, 10.7096272360001], [-74.9204339229999, 10.7068681730001], [-74.9216023549999, 10.7036348960001], [-74.9176827559999, 10.7029076370001], [-74.9172699199999, 10.7037925470001], [-74.910989718, 10.7041724840001], [-74.9079710499999, 10.7066743270001], [-74.9074592829999, 10.708607921], [-74.9059333129999, 10.706251464], [-74.9043306689999, 10.710404927], [-74.905179186, 10.713270115], [-74.9046097319999, 10.7160088140001], [-74.9023304889999, 10.7190578210001], [-74.8996663079999, 10.7166376640001], [-74.899588298, 10.7182232110001], [-74.8965170319999, 10.7197295950001], [-74.8932275319999, 10.7167460320001], [-74.8878751599999, 10.7147984190001], [-74.8862858829999, 10.716377588], [-74.885886831, 10.719298459000001], [-74.8787514229999, 10.7217575380001], [-74.8748501319999, 10.725489763], [-74.8751348219999, 10.7260550160001], [-74.87732485, 10.7252482770001], [-74.8766951889999, 10.7265324020001], [-74.8796904869999, 10.7284513360001], [-74.8821579629999, 10.7273455390001], [-74.8834422989999, 10.7286529970001], [-74.8832711029999, 10.7304636480001], [-74.8867159689999, 10.728009503], [-74.889854315, 10.7312737540001], [-74.8892430139999, 10.732786107], [-74.8898882999999, 10.734603678], [-74.8914621759999, 10.7354109000001], [-74.8916484359999, 10.7373437880001], [-74.894677277, 10.7384861880001], [-74.8922474189999, 10.7414993710001], [-74.8952059929999, 10.7428419500001], [-74.896665487, 10.7414550500001], [-74.8974797399999, 10.741915069000001], [-74.896351982, 10.7436468730001], [-74.8942055159999, 10.7443180420001], [-74.896417217, 10.7475202200001], [-74.8961582839999, 10.754722159], [-74.8948334269999, 10.7579742790001], [-74.8945835629999, 10.761961446], [-74.892832096, 10.7661649760001], [-74.8873976549999, 10.7657497540001], [-74.8847307559999, 10.7645047810001], [-74.8848866649999, 10.7710252970001], [-74.8856359069999, 10.7720963280001], [-74.8850729119999, 10.7757559790001], [-74.8819469129999, 10.7814444050001], [-74.887566967, 10.783765734], [-74.8858922989999, 10.7897349040001], [-74.8833865439999, 10.79404092], [-74.8801962179999, 10.791890936000101], [-74.8779424889999, 10.7955906020001], [-74.882310061, 10.7979692040001], [-74.8861742169999, 10.7981073710001], [-74.8857104489999, 10.8015050780001], [-74.8868340919999, 10.8022083810001], [-74.8866342829999, 10.8044292780001], [-74.8793136439999, 10.8062980070001], [-74.8776188639999, 10.8078877170001], [-74.8777183719999, 10.809216299], [-74.8812887559999, 10.8091517120001], [-74.8808706009999, 10.810724573], [-74.882414445, 10.8108347020001], [-74.8826071169999, 10.8132365050001], [-74.8740377769999, 10.824985383], [-74.8720549009999, 10.829653834], [-74.866991983, 10.8365809000001], [-74.8710021799999, 10.840997985], [-74.8718391789999, 10.852916354], [-74.8814202499999, 10.8528933400001], [-74.8914821739999, 10.8500308370001], [-74.892810533, 10.850061239], [-74.8940090419999, 10.8522532490001], [-74.8953124579999, 10.852075664000001], [-74.8953399529999, 10.8503924220001], [-74.8995564559999, 10.8437359750001], [-74.9016468849999, 10.845954171], [-74.9019815309999, 10.8497267830001], [-74.9044905459999, 10.8495186020001], [-74.9108246499999, 10.845128463], [-74.9140690209999, 10.84587], [-74.9145148309999, 10.8475264350001], [-74.9210540569999, 10.8482894900001], [-74.9202311909999, 10.8505391900001], [-74.9231459149999, 10.853344812], [-74.924297047, 10.8562117330001], [-74.9278174429999, 10.856076649], [-74.928516717, 10.8553583380001], [-74.9280080769999, 10.8539518220001], [-74.9323587639999, 10.8531612930001], [-74.9355348949999, 10.855389792]]]], ""type"": ""MultiPolygon""}";8078;BARANOA;"-74.995169283;10.702907637;-74.866991983;10.862918729";08;08078 BARANOA;178;0;No priorizado
10.40150390857565, -74.87937004666679;"{""coordinates"": [[[[-74.8161238699999, 10.494841517], [-74.8202712339999, 10.4937525420001], [-74.8259148379999, 10.4824814020001], [-74.8288701189999, 10.4786245670001], [-74.8296487309999, 10.4757502790001], [-74.8350748589999, 10.4694241820001], [-74.8379154919999, 10.4638149180001], [-74.8453100709999, 10.4581303880001], [-74.8485253039999, 10.4506816080001], [-74.849868077, 10.4451444550001], [-74.8523786779999, 10.4459873610001], [-74.8518536039999, 10.4320941860001], [-74.8538044039999, 10.4259437930001], [-74.8537181899999, 10.4241638870001], [-74.8520219139999, 10.421850351], [-74.8535283469999, 10.4182093480001], [-74.8605567639999, 10.4224500560001], [-74.8653757769999, 10.4289269900001], [-74.8683141019999, 10.424123807], [-74.8707117479999, 10.424534869], [-74.8743749439999, 10.4220805090001], [-74.8792920369999, 10.423224269], [-74.8817716089999, 10.4201772730001], [-74.8854602499999, 10.418799611], [-74.887220205, 10.4169340940001], [-74.8900492819999, 10.417934419], [-74.8909550939999, 10.4113843380001], [-74.8925499459999, 10.4090845960001], [-74.8938985129999, 10.4107836430001], [-74.8978682929999, 10.4124561020001], [-74.9025258309999, 10.416957358], [-74.906811898, 10.4162587940001], [-74.9142510429999, 10.4126342740001], [-74.9201559509999, 10.4101204760001], [-74.9221515189999, 10.4102372830001], [-74.9241258269999, 10.4043449000001], [-74.921110349, 10.402275907], [-74.9217000359999, 10.3999329530001], [-74.9236399589999, 10.3976725100001], [-74.926391453, 10.3987862140001], [-74.925798718, 10.4003573180001], [-74.9277560749999, 10.4028381130001], [-74.927894514, 10.406348593], [-74.9319504059999, 10.4102803480001], [-74.933799271, 10.4114381810001], [-74.9402309549999, 10.411712536], [-74.9456916869999, 10.4030151270001], [-74.9498799829999, 10.400837218], [-74.9488737119999, 10.3961023930001], [-74.9502916469999, 10.3925029790001], [-74.950413043, 10.388519492], [-74.9536327579999, 10.3837939190001], [-74.9549420259999, 10.3845137610001], [-74.958395273, 10.382731208], [-74.9614849199999, 10.3837174450001], [-74.9638300899999, 10.3829188460001], [-74.963308826, 10.379103102], [-74.9573248069999, 10.379172784], [-74.946848194, 10.376344596], [-74.9405266629999, 10.375807868], [-74.9353619029999, 10.365804364], [-74.9351950469999, 10.3638228220001], [-74.9331052039999, 10.3641467820001], [-74.9313612639999, 10.3616204690001], [-74.9308052599999, 10.3587890730001], [-74.9272014309999, 10.356123893], [-74.925856868, 10.3511543660001], [-74.9268568029999, 10.3484623830001], [-74.925531541, 10.3455742290001], [-74.923239927, 10.3444830070001], [-74.9217718139999, 10.3425726440001], [-74.9234409499999, 10.3411196480001], [-74.9221655979999, 10.3383070530001], [-74.9160433429999, 10.34552662], [-74.9122033029999, 10.3477569670001], [-74.9117081419999, 10.3491097080001], [-74.904393182, 10.3492403450001], [-74.9037078569999, 10.3529608900001], [-74.898463762, 10.3529380760001], [-74.8976101989999, 10.353856663], [-74.8958912719999, 10.3533366990001], [-74.8940600299999, 10.351300559], [-74.8919412039999, 10.3510369590001], [-74.8871143329999, 10.3517168940001], [-74.8857274119999, 10.3531656220001], [-74.8833302799999, 10.3536428070001], [-74.8841656999999, 10.351855335], [-74.8812906649999, 10.346357148], [-74.8790762389999, 10.3461829670001], [-74.8763285129999, 10.3442027], [-74.8729859199999, 10.3440758470001], [-74.8708098519999, 10.3423488920001], [-74.868146002, 10.3521106380001], [-74.8654091769999, 10.3685859740001], [-74.8630912169999, 10.374129725], [-74.8583362779999, 10.3791776540001], [-74.8555390779999, 10.3862638290001], [-74.8528202359999, 10.3894818460001], [-74.8488468639999, 10.39222714], [-74.8445016809999, 10.3939167060001], [-74.835510856, 10.3946667880001], [-74.8299934019999, 10.399277697], [-74.8231823989999, 10.4181217170001], [-74.8223268989999, 10.4230594790001], [-74.8230014329999, 10.4499158430001], [-74.8204139579999, 10.463226528], [-74.8107050839999, 10.472705948], [-74.8053798879999, 10.485371852], [-74.8074054079999, 10.487347017], [-74.8067099729999, 10.4902459350001], [-74.8074819429999, 10.4912826470001], [-74.8109290049999, 10.4908125880001], [-74.8161238699999, 10.494841517]]]], ""type"": ""MultiPolygon""}";8137;CAMPO DE LA CRUZ;"-74.96383009;10.338307053;-74.805379888;10.494841517";08;08137 CAMPO DE LA CRUZ;137;0;No priorizado
10.4904703674684, -74.87951044415865;"{""coordinates"": [[[[-74.8593577209999, 10.5626080640001], [-74.864014311, 10.5655345270001], [-74.8657806359999, 10.5653753380001], [-74.8690954819999, 10.562065326], [-74.8653007219999, 10.5573852740001], [-74.865817742, 10.5544206960001], [-74.873000101, 10.557603385], [-74.880178569, 10.558867857], [-74.8829103229999, 10.5580642510001], [-74.8817621889999, 10.5556188490001], [-74.8872062609999, 10.5547216130001], [-74.891538717, 10.5521234800001], [-74.8947799089999, 10.5515693820001], [-74.89397210999999, 10.5485792750001], [-74.8974154519999, 10.5495670530001], [-74.8997162929999, 10.546737872], [-74.9005354369999, 10.5478888830001], [-74.9029060459999, 10.5487121400001], [-74.908188843, 10.5468158390001], [-74.9125468909999, 10.5482236690001], [-74.917809181, 10.546852925000099], [-74.9208277369999, 10.5437757070001], [-74.9220829799999, 10.5411316320001], [-74.9228592969999, 10.5338244990001], [-74.9406217599999, 10.5378869770001], [-74.9482256359999, 10.5374429840001], [-74.9498624649999, 10.538835135], [-74.9525147639999, 10.538908076], [-74.9551330299999, 10.541491866], [-74.9597884489999, 10.542430410000101], [-74.9595282809999, 10.541854762], [-74.9569982999999, 10.541470893000099], [-74.9526067729999, 10.5326376550001], [-74.9478232409999, 10.5334010700001], [-74.9453858019999, 10.5321478150001], [-74.9444012149999, 10.5260938800001], [-74.9421572409999, 10.5249914830001], [-74.9426607549999, 10.5225586680001], [-74.9385283679999, 10.5222939100001], [-74.9355038569999, 10.518861314], [-74.9332973829999, 10.52141081], [-74.9296302199999, 10.5217935300001], [-74.9196674859999, 10.5205160310001], [-74.912343192, 10.5167261550001], [-74.914956976, 10.505480562], [-74.9152582589999, 10.4992456930001], [-74.9173407739999, 10.4887924620001], [-74.9156789929999, 10.48112202], [-74.9152278599999, 10.473353421], [-74.9141377159999, 10.4710839400001], [-74.9155847139999, 10.468492504], [-74.917839367, 10.459703275], [-74.9270073049999, 10.4624712700001], [-74.929335855, 10.461394035], [-74.929886754, 10.4579335500001], [-74.9292292309999, 10.4566900660001], [-74.9309319409999, 10.452484289000001], [-74.9292725269999, 10.442761868], [-74.931730678, 10.4397416880001], [-74.9286559339999, 10.438489932], [-74.9255676819999, 10.4385704240001], [-74.9244127889999, 10.4358818110001], [-74.9251493359999, 10.4338768620001], [-74.9203814039999, 10.4335952240001], [-74.9169183849999, 10.4259019420001], [-74.914535075, 10.4256712650001], [-74.9147606649999, 10.4200997100001], [-74.9169265539999, 10.418822993], [-74.9166028649999, 10.4164350560001], [-74.9137273889999, 10.4159668210001], [-74.9142510429999, 10.4126342740001], [-74.906811898, 10.4162587940001], [-74.9025258309999, 10.416957358], [-74.8978682929999, 10.4124561020001], [-74.8938985129999, 10.4107836430001], [-74.8925499459999, 10.4090845960001], [-74.8909550939999, 10.4113843380001], [-74.8900492819999, 10.417934419], [-74.887220205, 10.4169340940001], [-74.8854602499999, 10.418799611], [-74.8817716089999, 10.4201772730001], [-74.8792920369999, 10.423224269], [-74.8743749439999, 10.4220805090001], [-74.8707117479999, 10.424534869], [-74.8683141019999, 10.424123807], [-74.8653757769999, 10.4289269900001], [-74.8605567639999, 10.4224500560001], [-74.8535283469999, 10.4182093480001], [-74.8520219139999, 10.421850351], [-74.8537181899999, 10.4241638870001], [-74.8538044039999, 10.4259437930001], [-74.8518536039999, 10.4320941860001], [-74.8523786779999, 10.4459873610001], [-74.849868077, 10.4451444550001], [-74.8485253039999, 10.4506816080001], [-74.8453100709999, 10.4581303880001], [-74.8379154919999, 10.4638149180001], [-74.8350748589999, 10.4694241820001], [-74.8296487309999, 10.4757502790001], [-74.8288701189999, 10.4786245670001], [-74.8259148379999, 10.4824814020001], [-74.8202712339999, 10.4937525420001], [-74.8196244159999, 10.4964167040001], [-74.820131501, 10.4968265560001], [-74.8197984219999, 10.4977031480001], [-74.8191657389999, 10.4975052640001], [-74.8179118349999, 10.5007634080001], [-74.8229145769999, 10.5057908240001], [-74.8231806149999, 10.505113782], [-74.824038901, 10.5056779010001], [-74.823113605, 10.5078179110001], [-74.8265825029999, 10.5095828450001], [-74.8293191579999, 10.512320606], [-74.8281905239999, 10.5146152130001], [-74.831706752, 10.518898927], [-74.8342966199999, 10.525536036], [-74.8362747659999, 10.526868116], [-74.838488515, 10.5306856070001], [-74.84002043, 10.5353714160001], [-74.839190536, 10.5380605270001], [-74.836001303, 10.5404919790001], [-74.836958913, 10.54146375], [-74.8362635849999, 10.5450305380001], [-74.8373924839999, 10.5478652570001], [-74.8415229209999, 10.5501548950001], [-74.843239472, 10.554392753], [-74.8455941839999, 10.5571318180001], [-74.8523135019999, 10.5606953080001], [-74.8563509229999, 10.564853544], [-74.858178905, 10.5602380260001], [-74.8593577209999, 10.5626080640001]]]], ""type"": ""MultiPolygon""}";8141;CANDELARIA;"-74.959788449;10.409084596;-74.817911835;10.565534527";08;08141 CANDELARIA;141;10;CANDELARIA
10.897871633566908, -74.88687718660135;"{""coordinates"": [[[[-74.892172184, 10.950237838], [-74.8923623249999, 10.9510215970001], [-74.9007861969999, 10.950053332], [-74.9071165979999, 10.9506203720001], [-74.9176681769999, 10.9454992940001], [-74.9225924499999, 10.942087243], [-74.9280044089999, 10.8998654520001], [-74.926026686, 10.899211712000099], [-74.9249488829999, 10.8967829730001], [-74.9254783849999, 10.8931905470001], [-74.9304700729999, 10.883997099], [-74.933412992, 10.88107934], [-74.9368344519999, 10.8712008960001], [-74.9435970659999, 10.862918729], [-74.9381933189999, 10.8598513370001], [-74.9355348949999, 10.855389792], [-74.9323587639999, 10.8531612930001], [-74.9280080769999, 10.8539518220001], [-74.928516717, 10.8553583380001], [-74.9278174429999, 10.856076649], [-74.924297047, 10.8562117330001], [-74.9231459149999, 10.853344812], [-74.9202311909999, 10.8505391900001], [-74.9210540569999, 10.8482894900001], [-74.9145148309999, 10.8475264350001], [-74.9140690209999, 10.84587], [-74.9108246499999, 10.845128463], [-74.9044905459999, 10.8495186020001], [-74.9019815309999, 10.8497267830001], [-74.9016468849999, 10.845954171], [-74.8995564559999, 10.8437359750001], [-74.8953399529999, 10.8503924220001], [-74.8953124579999, 10.852075664000001], [-74.8940090419999, 10.8522532490001], [-74.892810533, 10.850061239], [-74.8914821739999, 10.8500308370001], [-74.8814202499999, 10.8528933400001], [-74.8718391789999, 10.852916354], [-74.8703430889999, 10.8575253930001], [-74.8673234219999, 10.8605523820001], [-74.861585219, 10.8611353580001], [-74.8604621099999, 10.8629789170001], [-74.8493333919999, 10.866891728], [-74.8453549289999, 10.8672507970001], [-74.8403975949999, 10.870351492], [-74.8424738019999, 10.8705043430001], [-74.8422041899999, 10.8714779130001], [-74.8458563369999, 10.871793154], [-74.8454926989999, 10.87602014], [-74.83926692, 10.8855414850001], [-74.838422127, 10.8853811100001], [-74.8366329659999, 10.8910534720001], [-74.8368622989999, 10.8960857900001], [-74.8288169009999, 10.9068133160001], [-74.8297359239999, 10.909243898], [-74.826718502, 10.9138314450001], [-74.8318981189999, 10.914772067], [-74.8352209549999, 10.9180430720001], [-74.840333826, 10.9210892600001], [-74.8386880819999, 10.9254357970001], [-74.844145754, 10.9291149660001], [-74.8472356289999, 10.9323864], [-74.8504167389999, 10.9386141160001], [-74.8577745279999, 10.9368096620001], [-74.8628235809999, 10.9383967650001], [-74.8682073429999, 10.9413863800001], [-74.8743181249999, 10.9471071340001], [-74.877907967, 10.9448787960001], [-74.8922319429999, 10.945345133], [-74.892172184, 10.950237838]]]], ""type"": ""MultiPolygon""}";8296;GALAPA;"-74.943597066;10.843735975;-74.826718502;10.951021597";08;08296 GALAPA;296;0;No priorizado
