Geo Point;Geo Shape;CODIGO_DPTO_MPIO;NOMBRE_MUNICIPIO;bbox;CODIGO_DEPARTAMENTO;CODIGO_NOMBRE;CODIGO_MUNICIPIO
10.985503173972406, -74.82904234194393;"{""coordinates"": [[[[-74.8368749719999, 11.0574921510001], [-74.8426431099999, 11.067915103], [-74.8486351009999, 11.094500187], [-74.8540639909999, 11.1092196870001], [-74.8550740479999, 11.1043786780001], [-74.849241484, 11.0804804320001], [-74.8560814139999, 11.0737397480001], [-74.8661027599999, 11.0691002990001], [-74.8684192729999, 11.0671824010001], [-74.8695530079999, 11.0631511800001], [-74.8729353699999, 11.058810122], [-74.8738430479999, 11.050070985], [-74.8733401909999, 11.049810154], [-74.8739485449999, 11.0497418940001], [-74.8789969509999, 11.0355263190001], [-74.8716132679999, 11.0225320200001], [-74.8700254079999, 11.021443951], [-74.8593045699999, 11.0314204080001], [-74.8502254479999, 11.0297983530001], [-74.8398005809999, 11.0325794460001], [-74.837532071, 11.034460845], [-74.8345591299999, 11.0348467830001], [-74.8271440599999, 11.038825633], [-74.8269863739999, 11.0373028340001], [-74.8323501219999, 11.0304499400001], [-74.839852947, 11.0132571420001], [-74.8425842549999, 11.0126411330001], [-74.8489913529999, 11.0161436920001], [-74.8535814039999, 11.0171038140001], [-74.8659688649999, 11.0156471770001], [-74.8688938399999, 11.0130158540001], [-74.8748383599999, 11.0046861970001], [-74.871028496, 11.0033130600001], [-74.8730514339999, 11.002149596], [-74.8731963739999, 10.999891573], [-74.8766576779999, 10.996041832], [-74.8752453519999, 10.995220658000001], [-74.8765829609999, 10.9939787360001], [-74.8758700159999, 10.992100358], [-74.8764411009999, 10.9907576130001], [-74.8742880339999, 10.9906943050001], [-74.875008782, 10.9888641620001], [-74.8740765479999, 10.9875129090001], [-74.8806195809999, 10.976281894], [-74.8940884259999, 10.9848341880001], [-74.8973456499999, 10.978996831], [-74.9035631469999, 10.9732561110001], [-74.9045010919999, 10.9710637420001], [-74.9089011519999, 10.9734100210001], [-74.9093059599999, 10.9719671120001], [-74.9062601139999, 10.969910961], [-74.904193652, 10.9665775550001], [-74.9000076419999, 10.9632181890001], [-74.8997327569999, 10.9613940610001], [-74.9010961069999, 10.9602480230001], [-74.9047318499999, 10.960020151], [-74.9075581789999, 10.957803464], [-74.9110261579999, 10.9581194770001], [-74.9157694939999, 10.9565178400001], [-74.9175620689999, 10.9547366610001], [-74.9195625359999, 10.94739332], [-74.9176681769999, 10.9454992940001], [-74.9071165979999, 10.9506203720001], [-74.9007861969999, 10.950053332], [-74.8923623249999, 10.9510215970001], [-74.892172184, 10.950237838], [-74.8922319429999, 10.945345133], [-74.877907967, 10.9448787960001], [-74.8743181249999, 10.9471071340001], [-74.8682073429999, 10.9413863800001], [-74.8628235809999, 10.9383967650001], [-74.8577745279999, 10.9368096620001], [-74.8504167389999, 10.9386141160001], [-74.8472356289999, 10.9323864], [-74.844145754, 10.9291149660001], [-74.8386880819999, 10.9254357970001], [-74.840333826, 10.9210892600001], [-74.8352209549999, 10.9180430720001], [-74.8318981189999, 10.914772067], [-74.826718502, 10.9138314450001], [-74.8226455379999, 10.9161742960001], [-74.8210778659999, 10.918592482], [-74.820110311, 10.918563531], [-74.8145779689999, 10.922710269], [-74.8120954339999, 10.922849543], [-74.8082233239999, 10.921670031], [-74.8050997599999, 10.922451465], [-74.7990919049999, 10.921305127], [-74.7971419189999, 10.9234815070001], [-74.7979127679999, 10.9240413020001], [-74.7977519109999, 10.9258620700001], [-74.796588436, 10.9281690300001], [-74.7955830309999, 10.9285621330001], [-74.7946828289999, 10.930700872], [-74.791340596, 10.9317822740001], [-74.790918595, 10.9334352800001], [-74.7882356139999, 10.933718338], [-74.7820170969999, 10.9376525470001], [-74.780158556, 10.9340130870001], [-74.780237631, 10.9324073560001], [-74.7775120549999, 10.940670846], [-74.7766152899999, 10.9410390010001], [-74.7763274459999, 10.9424001510001], [-74.7735340119999, 10.9441590910001], [-74.7705064209999, 10.9443415810001], [-74.7683807999999, 10.9453560730001], [-74.7652775019999, 10.9436680640001], [-74.7625188139999, 10.9454064900001], [-74.7610811089999, 10.9442548500001], [-74.7560187669999, 10.9445980980001], [-74.7562608639999, 10.9703964630001], [-74.7627540719999, 10.9908800440001], [-74.7760673369999, 11.0090442490001], [-74.7949777359999, 11.0272790190001], [-74.829242867, 11.0495798070001], [-74.8368749719999, 11.0574921510001]]]], ""type"": ""MultiPolygon""}";8001;BARRANQUILLA;"-74.919562536;10.913831445;-74.756018767;11.109219687";08;08001 BARRANQUILLA;201
